split,rep,comparison,model_a,model_b,metric,value
validation,1796,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013081246806336266
validation,1796,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003619457637320328
validation,1796,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00013198038633166487
validation,1796,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0023505365355135366
validation,1796,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0002692247521661473
validation,1797,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009405561597411238
validation,1797,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012468322351748662
validation,1797,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004257833832470581
validation,1797,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,6.378216199376396e-05
validation,1797,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0029396857577292934
validation,1797,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00013780126564974515
validation,1798,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008359212741108069
validation,1798,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011120179555192844
validation,1798,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004003382351759982
validation,1798,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.000310678363191208
validation,1798,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0037747398490103334
validation,1798,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-9.122404924885585e-05
validation,1799,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006827985449693208
validation,1799,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00856705762366139
validation,1799,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0034394707266085234
validation,1799,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00029454907016046583
validation,1799,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003161652218256039
validation,1799,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00015470218379207146
validation,1800,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008268488995493262
validation,1800,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011668019480519543
validation,1800,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003865886561260329
validation,1800,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.000547949514887569
validation,1800,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0021306818181817677
validation,1800,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00018070990313850954
validation,1801,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009763323765599075
validation,1801,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007778563491261714
validation,1801,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004266952372674354
validation,1801,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.001974680178246202
validation,1801,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00616223860996068
validation,1801,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006043169578525409
validation,1802,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009232552507514535
validation,1802,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009321860274533966
validation,1802,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004264544908672674
validation,1802,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0012175901237918563
validation,1802,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0033804548248309585
validation,1802,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00028689006429014063
validation,1803,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007879897535169378
validation,1803,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0092526690391459
validation,1803,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003936028571849215
validation,1803,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00034971401910599553
validation,1803,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004575495678698527
validation,1803,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,8.188760032792897e-05
validation,1804,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007065658202098035
validation,1804,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.005196128374936326
validation,1804,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.002985472240989967
validation,1804,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0018529623675732632
validation,1804,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.010290371879775884
validation,1804,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0010973628874695884
validation,1805,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006339593724533077
validation,1805,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007918781725888224
validation,1805,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003298792431391223
validation,1805,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0009794748752776083
validation,1805,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006294416243654899
validation,1805,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0004397536198385288
validation,1806,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007370842383852327
validation,1806,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.014465989535241697
validation,1806,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0038116749627064572
validation,1806,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0002598456508030589
validation,1806,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002872678772955717
validation,1806,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,3.477044873090307e-05
validation,1807,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005575934049796949
validation,1807,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010313489226998929
validation,1807,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003154434432259212
validation,1807,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00014333268960764478
validation,1807,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005309915245583552
validation,1807,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00038685271172150815
validation,1808,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008092223251889519
validation,1808,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008060401999795963
validation,1808,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003949387880826105
validation,1808,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0001365152069973119
validation,1808,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007244158759310282
validation,1808,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.000219558806522413
validation,1809,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009593066080897383
validation,1809,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010328254422742655
validation,1809,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004449992799194558
validation,1809,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0006477508164823842
validation,1809,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00634011657633704
validation,1809,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003011793974316279
validation,1810,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00800411405803314
validation,1810,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008868501529052053
validation,1810,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0041302297124339304
validation,1810,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-6.267116206004619e-05
validation,1810,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.008562691131498434
validation,1810,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00026983230751229104
validation,1811,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006666210357230029
validation,1811,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009362914716059434
validation,1811,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0034814408394044094
validation,1811,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0005530401999277457
validation,1811,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006004477915733775
validation,1811,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00018734722040650298
validation,1812,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007265485484735601
validation,1812,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009256433730037594
validation,1812,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0035899540399320085
validation,1812,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0020308918215204974
validation,1812,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0031532906113315162
validation,1812,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0006683275471704719
validation,1813,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00935755695724283
validation,1813,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011333738109694402
validation,1813,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00439586666028316
validation,1813,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-7.00605602521609e-06
validation,1813,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006172839506172867
validation,1813,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-2.126843713315396e-05
validation,1814,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008205422542993057
validation,1814,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.011460446247464562
validation,1814,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003891607931973712
validation,1814,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0009121020329035945
validation,1814,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003752535496957421
validation,1814,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0005329243594022204
validation,1815,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006691035244023036
validation,1815,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009131493506493449
validation,1815,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00346692196247389
validation,1815,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0005449898414645604
validation,1815,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005377435064935043
validation,1815,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00014547233166806173
validation,1816,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007629103984907792
validation,1816,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012469337694194671
validation,1816,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003851310735106861
validation,1816,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00017034597107878913
validation,1816,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0006132461161079128
validation,1816,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0001890578901552753
validation,1817,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.009114139308978753
validation,1817,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.005392206735171379
validation,1817,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00456544033568998
validation,1817,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0005148273367510114
validation,1817,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00956353647370034
validation,1817,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.000420812363777584
validation,1818,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006396423139739427
validation,1818,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.006468566808166543
validation,1818,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003334714008574241
validation,1818,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-2.558119858075969e-05
validation,1818,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006771780877299349
validation,1818,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0002457103166948471
validation,1819,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.004999591234962519
validation,1819,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012410453031984736
validation,1819,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0030623314680532088
validation,1819,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0007298105844790737
validation,1819,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0010089799212995576
validation,1819,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00034920656009462814
validation,1820,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007969599334684885
validation,1820,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008398259637761862
validation,1820,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0040261329874336504
validation,1820,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0015423002872139158
validation,1820,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005565111808155443
validation,1820,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005115672607002575
validation,1821,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007757623036644512
validation,1821,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010887096774193528
validation,1821,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003733444504237321
validation,1821,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0015489315641201706
validation,1821,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005544354838709742
validation,1821,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00016127423192222046
validation,1822,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00832546214787111
validation,1822,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.010114291493880878
validation,1822,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003956997511338489
validation,1822,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0006663719210336927
validation,1822,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0038434307676746826
validation,1822,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00036087366881007443
validation,1823,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00706721118748721
validation,1823,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013895984469193823
validation,1823,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0036195322812780095
validation,1823,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.000924513493460899
validation,1823,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0006130581383467781
validation,1823,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.00028016419985826824
validation,1824,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007288276071311439
validation,1824,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01089280260612846
validation,1824,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003610738961757204
validation,1824,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0003428192974336275
validation,1824,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.006413519291458836
validation,1824,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00026292294767041313
validation,1825,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007544621582813771
validation,1825,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.007782898105478719
validation,1825,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003600197880923417
validation,1825,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00013136368018684674
validation,1825,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.007885304659498216
validation,1825,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-4.442004587115744e-05
validation,1826,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005480897192986278
validation,1826,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.006686930091185372
validation,1826,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0027489147653536605
validation,1826,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0008237256653199632
validation,1826,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00820668693009119
validation,1826,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0005076154427207658
validation,1827,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005527425703557132
validation,1827,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0053519135615470725
validation,1827,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.002838909967843889
validation,1827,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.00017965555139998202
validation,1827,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0036352620418054205
validation,1827,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00019331233436067907
validation,1828,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007858866435411782
validation,1828,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009052074857607728
validation,1828,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0039056614069490347
validation,1828,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0008136050930709349
validation,1828,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.004271765663140803
validation,1828,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00034886634073377776
validation,1829,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00589677727826543
validation,1829,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00932306445074993
validation,1829,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0029023494026398644
validation,1829,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0007321946389230449
validation,1829,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0010133765707336373
validation,1829,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00036465705072977195
validation,1830,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007532062402469175
validation,1830,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.008255197717081164
validation,1830,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0036956014689292216
validation,1830,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.000599398083127034
validation,1830,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.009478189971463435
validation,1830,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00033094184240492486
validation,1831,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00891406084593449
validation,1831,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01556143205858418
validation,1831,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00428333782505913
validation,1831,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0012225551790351341
validation,1831,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0019324654190399082
validation,1831,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0005356797361174559
validation,1832,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008420300355474808
validation,1832,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0050885406065540595
validation,1832,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003924230488291186
validation,1832,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0003055089652044263
validation,1832,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.011093018522287834
validation,1832,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-4.281393213936835e-05
validation,1833,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00935919558616527
validation,1833,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.01060467013357802
validation,1833,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004421999458331299
validation,1833,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0016099606354476048
validation,1833,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0035688793718772205
validation,1833,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0007422048094883615
validation,1834,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007653982183968178
validation,1834,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.012482240714430715
validation,1834,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004023101690749875
validation,1834,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.001567106979692312
validation,1834,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,-0.00010148163182466252
validation,1834,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.000845929928878969
validation,1835,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.004366362553443026
validation,1835,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013550687722873156
validation,1835,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.002744789969683026
validation,1835,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.000733682102909694
validation,1835,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.002241467142129361
validation,1835,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.00035269097509882386
validation,1836,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.005783515965581576
validation,1836,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0066380718954248685
validation,1836,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.00345935617478052
validation,1836,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00011651529766187885
validation,1836,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0054125816993464415
validation,1836,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003137557809905489
validation,1837,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006935932455221949
validation,1837,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0057542129058775204
validation,1837,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0038306360483308655
validation,1837,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.00015799964251506093
validation,1837,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005445951500205437
validation,1837,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003174779603979383
validation,1838,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.008799855442502502
validation,1838,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013659237958303372
validation,1838,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004246971354336687
validation,1838,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0010273295351500566
validation,1838,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.005751258087706712
validation,1838,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0002755499074871548
validation,1839,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00830703010516276
validation,1839,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00940118536685064
validation,1839,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004071989714270835
validation,1839,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0003011657087824693
validation,1839,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0028612303290415086
validation,1839,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0003586824707623726
validation,1840,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007268564285598078
validation,1840,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013477639371043515
validation,1840,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0037689316497328818
validation,1840,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-8.688130641365532e-06
validation,1840,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0012252399428221983
validation,1840,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,4.1265457026096186e-05
validation,1841,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007791540841309841
validation,1841,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.00722499236796581
validation,1841,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.004047656355836565
validation,1841,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0006432368927365983
validation,1841,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.008853159662155274
validation,1841,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-8.330371955014848e-05
validation,1842,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007275291143278517
validation,1842,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.009212816050772843
validation,1842,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0036750601298996544
validation,1842,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.0006321657246709522
validation,1842,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.00788207595455015
validation,1842,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0004770827435422731
validation,1843,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.00972820540446484
validation,1843,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.013364619465415228
validation,1843,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0047239345201522676
validation,1843,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0020552707747306664
validation,1843,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.0028565598857375196
validation,1843,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,0.0007836809992152749
validation,1844,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.006274527085657899
validation,1844,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.016678531475643243
validation,1844,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.0033985942814176995
validation,1844,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,-0.001622978233957184
validation,1844,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,accuracy,0.003254347605003538
validation,1844,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,brier_score,-0.0005459750803885333
validation,1845,full_formatting_minus_baseline,full_formatting,baseline,log_loss,-0.007279827658925431
validation,1845,full_formatting_minus_baseline,full_formatting,baseline,accuracy,0.0051582886618791735
validation,1845,full_formatting_minus_baseline,full_formatting,baseline,brier_score,-0.003420715996511392
validation,1845,signal_interactions_minus_full_formatting,signal_interactions,full_formatting,log_loss,0.0006191507420332254
